Dòng số	Text	Lỗi phát hiện
7144	Sau khi trải nghiệm sản phẩm mình thấy máy đáp ứng tốt những...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7146	cl j z tr shipper không giao tới tận_tay khách_hàng mà cứ hẹ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7162	Quá tệ,  ứng dụng quá nhiều ko cần thiết. mỗi lần mở là phải...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7178	nhưng đổi lại chất_lượng âm_thanh tốt so với giá tiền...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7184	Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7194	đặt_hàng giao cho ai đâu không , tui chưa hề nhận được mà bá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7198	có điều shop giai lộn u đặt màu xanh nhạt shop giao màmàu đe...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7208	shop giao nhâ mình ha ng cho mi nh nhưng sau đo đa trả_lời n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7220	tài_khoản của tôi đã bị lỗi cr01 không cho sử_dụng voucher m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7229	Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7237	app nhucc hàng đ giao nhưng từ_chối hoàn tiền...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7242	ứng_dụng lỗi thì không nói nhưng cho 1 sao bởi dạo này shope...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7254	lắm hữu_ích tiện_dụng...	Target 'app' không tìm thấy trong text
7257	Sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2-3 vạch. Wifi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7265	giao không đúng hàng thu thêm tiền mà không thông_báo với kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7280	Về cấu hình thì ổn nhưng thiết kế vỏ nhựa chưa xứng tầm với ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7301	rất hợp để mua nhưngmà không cần phải đi ra ngoài chi cho mệ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7307	Xài đáng đồng tiền.sạc nhanh mà lâu hết pin. Camera chụp ảnh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7310	đặt_hàng từ tháng 9 đến giờ mới giao lúc hết hạn tìm cách hủ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7311	đặt_hàng 1 màu giao hàng lại là màu khác nhắn_tin gửi mẫu gử...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7313	Ứng dụng ngày chưa ổn định 8 nhưng đa nhiệm kiếm ứng dụng ch...	Target 'ram' không tìm thấy trong text
7319	shop giao nhầm màu cho mình...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7325	hàng giống vl nhưng giao không giống màu đã ib nhưng không g...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7334	rất ưng_ý luôn tầm_giá rẻ mà chất_lượng không hề rẻ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7337	rất thích mua ở app giá_thành rẻ nhưng đôi_khi shoppe cũng l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7353	giao hang rất nhanh và hàng tốt nhưng sđt thì gi sai_số thôn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7357	Mk mà vẫn bị tình trạng như vậyng đc mấy ngày thì mướt xong ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7360	app bỏ tiền ra quảng_cáo rất nhiều trên các app khác nhưng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7361	áo phù_hợp giá tiền , không biết giặt có bị ra màu không , m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7371	Ổn trong tầm giá ,pin trâu , cam tạm , màn hình ổn độ sáng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7373	Sau hơn 1 tuần sử dụng. Cá nhân mình cảm thấy máy rất tốt so...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7374	Mình mua chính hãng tại thế giới di động nhật MIUI 11 Chỉ có...	Target 'cập nhật' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7375	app ncl trên app thì thông_báo hàng đã giao thành_công mà ng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7380	tiền nào của nấy mà ship lâu quá nên trừ 1 sao...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7395	giao thiếu hàng kêu trả lại tiền mà không thấy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7412	app rất chán_cách làm_việc hỗ_trợ cũng chán_quy_tắc lùng_bùn...	Target 'khách_hàng' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7428	mik có đặt_cốc ún nước để tặng bạn dễ thw lắm nhưng shipper ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7429	giá cao hơn app khác nhưng an_toàn về chất_liệu không sợ hàn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7439	app lỗi xoay xoay xong tự đặt đơn rồi éo cho hủy mà bom hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7444	giao hàng siêu_lâu đặt một món hàng mà đến gần 2 tháng mới g...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7448	đặt 4 đôi mà giao 3 đôi . nt hỏi thì không tl . phải chi láy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7452	app rác mọi người đừng tải mua hàng mà t_tưởng ăn_xin không ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7465	Trong tầm giá dưới 5tr ,mn nên mua máy này, chip ok,màn hình...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7471	rất nhiều app nhưng hàng shopee tốt hơn nhiều app này to quá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7482	Sài OK.Cập xong thấy củ_sạc nhanh hết...	Target 'Cập nhật' không tìm thấy trong text
7504	Đã dùng được một tuần: mình có đánh giá như sau: Máy đẹp, pi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7515	Mọi thứ đều tốt trong tầm giá. Riêng phần mở khoá màn hình ,...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7519	Máy mua chưa đc 30ngày bị nhiều lỗi ! Mau nóng máy,hay lag,t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7527	app lúc có phần live dao lúc không là sao có ai có cách nào ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7534	sản_phẩm đẹp như shop giới_thiệu , giao hàng rất nhanh và đú...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7548	lần sau không lỗi thêm sản_phẩm vàogiỏ hàng rồi mà không có ...	Target 'ứng_dụng' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7558	Sản phẩm mượt, tốt so với mức giá, pin siêu trâu, mỗi tội kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7567	Mua về sài rất tốt trong tầm giá nhân viên TGDD nhiệt tình m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7570	theo mình thì không nên mua - cam chụp lấy nét gần kém hầu n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7577	Cũng khá ổn nhưng chưa tốt trong tầm giá nhu cầu cơ bản và g...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7581	màu shop giao màu vàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7586	mua sắp rất tiện cho mọi và rất chu_đáo...	Target 'app' không tìm thấy trong text
7592	Máy mới mua xong chưa thấy lỗi gì , tác vụ ổn máy pin trâu ,...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7602	Máy mua chưa đc 30ngày bị nhiều lỗi ! Mau nóng máy,hay lag,t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7614	Thất vọng a51. Bàn_phím xử lý thông tin chậm, gọi điện, mở a...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7629	cái choice hồi trước dùng tốt bây_giờ thật_sự giao_lâu hơn c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7642	đặt_hàng ghi là đã giao thành_công nhưng chưa nhận được hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7655	M vốn làn fan của oppo. Mua đt 10c thì đến 7 c oppo r. Mà a9...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7659	Sản phẩm tốt , giao diện và tùy biến của Samsung hơn hẳng op...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7664	rất thích mua ở app giá_thành rẻ nhưng đôi_khi shoppe cũng l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7666	sản_phẩm rẻ đang tiền nhưng không biêtd mình cảm_thấy mùi th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7676	điện_thoại thì ổn nhưng mình đặt màu trắng giao màu đen...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7677	giá rẻ mà chất không rẻ xí nào...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7681	nhưng shop giao cho e cái bị lỗi , 1 bên ren may qua ngực . ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7689	sản_phẩm cũng được , nhưng giá hơi cao...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7690	May Mobell s61 rất tốt mới nhận hàng bắt wi-fi rất mạnh tại ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7699	Tại sao mình không chỉnh lên được 48mp ở camera sau, sản phẩ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7702	q chất_lượng nhỏ rất kém...	Target 'chất_lượng sản_phẩm' không tìm thấy trong text
7707	chưa thử nhưng mùi thơm ngọt_lịm , cho 5 sao vì shop đóng_gó...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7709	app rất tệ cực_kỳ tệ cửa_hàng đã bảo_hủy đơn hàng nhưng 1 th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7716	Samsung galaxy note10 + bị tụt pin nhanh vậy sạc đầy 100% lú...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7723	quần ok . nhưng đặt màu đen mà giao màu_da...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7728	quảng_cáo quài làm đơ khác cửa tôi...	Target 'phần_mềm' không tìm thấy trong text
7732	Máy sử dụng rất tốt. Với giá tiền này là quá ok.Máy chạy cực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7733	Dùng quá phê trong tầm giá pin trâu tác vụ mượt mà giá chấp ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7741	Máy rất nhanh hết xa cái opp11.chỉ cái hình và so sánh qua c...	Target 'pin' không tìm thấy trong text
7746	Thật sự chán. Mua sài được 1 tháng mấy .màn hình cứ giật lắc...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7754	Máy sử dụng rất tốt. Với giá tiền này là quá ok.Máy chạy cực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7758	Theo e đánh giá máy tốt mở 4g từ tối chỉ game thôi chụp hình...	Target 'cập nhật' không tìm thấy trong text
7761	app khá ổn nhưng tầm_giá không quá tạm...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7792	giao thiếu ổ_cứng kêu trả lại tiền mà không thấy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7793	Lần đầu sd thấy mọi thứ đều ok... Tiếc 1chỗ lâu lâu bấm k ăn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7796	Máy tốt trong tầm giá: Pin sạc nhanh, xài được hơn 1 ngày, p...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7808	đặt 20 chai mà giao 18 chai , shop nói giải_quyết mà chờ mãi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7816	ship hàng lâu muộn tận 1 tuần kêu ship nhưng không ship...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7820	áo chất ok với giá nhưng áo đen giặt bị phai màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7843	Mình đã mua real me 5 pro thấy khá hài lòng. Mình không biết...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7873	hàng giống hjh nhưng giao không giống màu đã ib nhưng không ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7888	xài app thì tốt đấy ổn_định nhưng ổ_cứng muốn tìm thì ít quá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7894	Loa ngoài lâu lâu bị rè không biết do phần mềm hay phần cứng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7903	Hơi chán, mới mua bàn_phím về dùng 1 ngày đã bị lỗi phần mềm...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7912	mới mua 3 ngày máy củ đã qua sử dụng với giá 8t5 bảo hành 10...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7916	phần_mềm này rất ưng_ý toàn có hàng săn_seo nữa mà ngon...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
